1,Apartment
2,Bed and breakfast
3,Loft
4,Condominium
5,Serviced apartment
6,Boat
7,House
8,Other
9,Aparthotel
10,Guesthouse
11,Boutique hotel
12,Townhouse
13,Guest suite
14,Hostel
15,Villa
16,Tiny house
17,Hotel
18,Casa particular (Cuba)
19,Chalet
20,Camper/RV
21,Cottage
22,Cave
23,Farm stay
24,Bungalow
25,Hut
26,Dome house
27,Cabin
28,Castle
29,Houseboat
30,Tipi
31,Resort
32,Train
33,In-law
34,Barn
35,Dorm
36,Earth house
37,Pension (South Korea)
