id,listing_id,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people
1,18666,$130.00,,,$150.00,$42.00,2,$25.00
2,18674,$60.00,,,$150.00,$50.00,2,$30.00
3,21605,$33.00,,,$100.00,,1,$10.00
4,25786,$31.00,,,,,1,$31.00
5,31377,$42.00,,,,,2,$5.00
6,31380,$53.00,,,,,3,$10.00
7,31823,$70.00,,,$200.00,$65.00,6,$0.00
8,31958,$65.00,,,$200.00,$55.00,2,$10.00
9,26033978,$84.00,,,"$3,000.00",$150.00,1,$0.00
10,32471,$90.00,,,$200.00,$100.00,2,$10.00
11,32711,$140.00,,,$200.00,$75.00,4,$20.00
12,32868,$100.00,,,$400.00,$100.00,8,$0.00
13,34981,$500.00,"$1,900.00","$4,500.00",$200.00,$80.00,8,$10.00
14,35379,$40.00,,,$0.00,$5.00,1,$5.00
15,35388,$30.00,,,$0.00,$5.00,1,$0.00
16,35390,$30.00,,,$0.00,$5.00,1,$0.00
17,35392,$45.00,,,$0.00,$5.00,1,$5.00
18,36763,$29.00,$200.00,$750.00,$0.00,$15.00,1,$0.00
19,40983,$95.00,$609.00,"$1,900.00",$150.00,$59.00,2,$10.00
20,46153,$43.00,,"$1,050.00","$1,000.00",$70.00,2,$0.00
21,49213,$35.00,,,$0.00,$15.00,1,$17.00
22,49968,$140.00,,,$200.00,$75.00,4,$20.00
23,50066,$180.00,,,$200.00,$75.00,6,$15.00
24,58512,$79.00,,,$0.00,$80.00,6,$0.00
25,61444,$105.00,,"$1,800.00",$75.00,$55.00,2,$15.00
26,6464311,$30.00,,,$100.00,$10.00,2,$10.00
27,66037,$150.00,$800.00,,$250.00,$50.00,1,$10.00
28,67065,$85.00,,"$2,349.00",$200.00,$90.00,7,$0.00
29,68547,$47.00,$300.00,,$400.00,$30.00,1,$40.00
30,70099,$44.00,$320.00,$960.00,$0.00,$12.00,1,$22.00
31,70333,$90.00,,"$1,600.00",$500.00,,2,$0.00
32,71520,$250.00,,,$300.00,$0.00,6,$20.00
33,71553,$110.00,,,$200.00,$45.00,1,$0.00
34,71603,$390.00,,,$400.00,$75.00,2,$0.00
35,72436,"$1,000.00",,,$500.00,,2,$15.00
36,73455,$148.00,,,$220.00,$44.00,1,$0.00
37,73643,$189.00,,,,,1,$0.00
38,73649,$170.00,$740.00,"$2,600.00",,,1,$0.00
39,11431221,$75.00,,,,,1,$0.00
40,73683,$300.00,,,$300.00,$150.00,8,$20.00
41,73692,$105.00,,"$1,800.00",$75.00,$55.00,2,$15.00
42,73700,$65.00,,"$1,100.00",$75.00,$55.00,2,$15.00
43,74562,$60.00,$420.00,"$1,500.00",$100.00,$30.00,2,$15.00
44,83283,$48.00,,,$100.00,$5.00,1,$0.00
45,75411,$125.00,,"$2,000.00",$200.00,$50.00,6,$10.00
46,80004,$107.00,$599.00,"$2,400.00",$150.00,,2,$10.00
47,81291,$139.00,,,$250.00,$60.00,2,$20.00
48,89756,$350.00,"$1,650.00",,$200.00,$75.00,8,$20.00
49,89776,$65.00,,,$450.00,$50.00,2,$35.00
50,92425,$43.00,,,"$1,500.00",$50.00,1,$0.00
51,95719,$53.00,,,$0.00,$12.00,2,$0.00
52,97529,$40.00,,"$1,200.00","$1,200.00",$40.00,2,$0.00
53,135513,$80.00,,,$250.00,$60.00,2,$25.00
54,119546,$59.00,$560.00,,$150.00,$10.00,1,$20.00
55,121210,$51.00,$315.00,"$1,000.00",$0.00,$0.00,1,$9.00
56,126836,$27.00,,,$100.00,$15.00,1,$0.00
57,128463,$36.00,,,$84.00,$20.00,1,$33.00
58,130227,$33.00,,,$200.00,$35.00,1,$10.00
59,136043,$60.00,$250.00,$700.00,$200.00,$0.00,2,$50.00
60,136670,$35.00,,,$150.00,$15.00,1,$10.00
61,144471,$49.00,,,$100.00,$5.00,1,$0.00
62,147275,$15.00,$100.00,$300.00,,,1,$20.00
63,154281,$50.00,,,,,1,$20.00
64,154437,$39.00,$225.00,$750.00,$75.00,$25.00,1,$20.00
65,163448,$200.00,,"$2,000.00","$2,000.00",$100.00,5,$45.00
66,163490,$160.00,,"$1,500.00",$300.00,$80.00,4,$30.00
67,171646,$105.00,,"$1,800.00",$200.00,$50.00,4,$10.00
68,173718,$23.00,,$600.00,"$1,000.00",$40.00,1,$0.00
69,179488,$22.00,$125.00,$350.00,,,1,$10.00
70,179550,$20.00,$120.00,$330.00,,,1,$10.00
71,179619,$27.00,$138.00,$450.00,$85.00,$16.00,1,$11.00
72,180293,$50.00,$487.00,"$1,456.00",$0.00,$0.00,1,$30.00
73,181824,$49.00,$370.00,,$90.00,,1,$10.00
74,184373,$70.00,,,$100.00,$25.00,2,$20.00
75,184516,$60.00,,,$100.00,$20.00,2,$15.00
76,186221,$16.00,$105.00,$450.00,,,1,$0.00
77,186540,$44.00,,,,,1,$0.00
78,186542,$33.00,,,$100.00,$20.00,1,$17.00
79,186598,$40.00,,,$100.00,$20.00,1,$0.00
80,188267,$316.00,,,$200.00,$90.00,6,$0.00
81,190348,$46.00,$300.00,,,,1,$0.00
82,191303,$85.00,,,$100.00,$25.00,2,$20.00
83,359196,$70.00,$700.00,"$2,100.00",$250.00,$60.00,2,$0.00
84,193923,$20.00,$150.00,,,$20.00,1,$0.00
85,194460,$20.00,$120.00,$470.00,,,1,$12.00
86,195092,$130.00,$540.00,,,$36.00,2,$10.00
87,196021,$310.00,,"$6,000.00",$300.00,$100.00,6,$30.00
88,197267,$60.00,$475.00,,$100.00,$20.00,2,$10.00
89,198958,$190.00,,,$0.00,$65.00,6,$35.00
90,199422,$75.00,,,$0.00,$55.00,1,$0.00
91,199794,$35.00,,$530.00,,$12.00,1,$14.00
92,206122,$89.00,,,$300.00,$70.00,1,$0.00
93,206167,$120.00,$450.00,,$300.00,$40.00,1,$0.00
94,208684,$49.00,,,$100.00,$10.00,1,$0.00
95,209673,$77.00,,,,$70.00,1,$0.00
96,474387,$520.00,,,$300.00,,1,$0.00
97,213368,$39.00,,,$100.00,$25.00,1,$39.00
98,214970,$35.00,$210.00,,$90.00,$23.00,1,$0.00
99,218503,$30.00,,,,,1,$0.00
100,232400,$95.00,$515.00,"$1,891.00",$250.00,$55.00,2,$0.00
101,233739,$40.00,$200.00,$600.00,,,1,$5.00
102,234375,$61.00,$900.00,,$300.00,$80.00,2,$20.00
103,234567,$195.00,,,$300.00,$40.00,4,$10.00
104,237895,$48.00,$250.00,$690.00,$100.00,$50.00,1,$18.00
105,239143,$50.00,,"$1,000.00",,,2,$0.00
106,239492,$39.00,,,,$15.00,2,$12.00
107,239821,$120.00,$750.00,,$300.00,$50.00,4,$0.00
108,242335,$73.00,,"$1,280.00",$200.00,$75.00,2,$0.00
109,243448,$140.00,$750.00,,$300.00,$50.00,4,$0.00
110,250016,$65.00,$674.00,"$1,535.00",$500.00,$45.00,3,$7.00
111,252232,$80.00,,,$300.00,$80.00,4,$10.00
112,256628,$35.00,,,,,1,$0.00
113,256677,$50.00,,,$0.00,$10.00,1,$0.00
114,256982,$40.00,$300.00,,$0.00,$0.00,1,$25.00
115,259852,$45.00,$340.00,$700.00,$100.00,$10.00,1,$10.00
116,260073,$30.00,$250.00,$750.00,,,1,$20.00
117,261750,$350.00,"$1,750.00","$3,500.00",$500.00,$50.00,8,$25.00
118,264125,$89.00,$499.00,"$1,800.00",$0.00,$0.00,4,$29.00
119,265491,$80.00,$410.00,"$1,348.00",$200.00,$20.00,1,$0.00
120,267816,$900.00,"$3,500.00","$10,000.00",$300.00,$100.00,7,$0.00
121,268017,$193.00,$705.00,"$3,000.00",$300.00,$0.00,1,$36.00
122,268022,$193.00,$735.00,"$3,000.00",$300.00,$0.00,2,$34.00
123,268417,$36.00,,,,,1,$0.00
124,269467,$110.00,,,$500.00,$35.00,2,$20.00
125,270050,$48.00,,,$100.00,$10.00,1,$0.00
126,271996,$51.00,$400.00,"$1,000.00",$200.00,$75.00,2,$0.00
127,272282,$290.00,,,$200.00,$50.00,6,$50.00
128,273229,$72.00,$400.00,$875.00,$150.00,$50.00,1,$0.00
129,273932,$100.00,,"$2,100.00",$150.00,$65.00,2,$10.00
130,274501,$65.00,,,$300.00,$65.00,2,$15.00
131,275326,$58.00,,,$300.00,$65.00,2,$15.00
132,21095463,$60.00,,,$0.00,$50.00,1,$0.00
133,275336,$130.00,,,$500.00,$80.00,2,$25.00
134,275346,$215.00,,,"$1,000.00",$120.00,4,$30.00
135,275350,$100.00,,,$500.00,$120.00,2,$25.00
136,275889,$72.00,,"$1,975.00","$1,000.00",$100.00,2,$15.00
137,276324,$106.00,$494.00,"$1,543.00",$300.00,$80.00,4,$0.00
138,278036,$45.00,,$450.00,$0.00,$15.00,2,$18.00
139,279439,$25.00,,,,,1,$20.00
140,281978,$45.00,,$450.00,$0.00,$15.00,2,$18.00
141,281985,$30.00,,,$0.00,$15.00,2,$16.00
142,282679,$225.00,,,,$60.00,1,$0.00
143,283231,$85.00,,,$150.00,$50.00,2,$20.00
144,286105,$40.00,$250.00,$550.00,$400.00,$50.00,1,$20.00
145,287294,$196.00,,,"$1,000.00",$110.00,4,$220.00
146,288034,$70.00,,"$1,620.00",$0.00,$60.00,2,$15.00
147,290035,$23.00,$150.00,$450.00,,,1,$0.00
148,290592,$69.00,$499.00,"$1,800.00",$200.00,$25.00,4,$29.00
149,295200,$80.00,$485.00,"$1,280.00",$200.00,$40.00,2,$20.00
150,297066,$126.00,,,$100.00,$20.00,4,$15.00
151,302179,$90.00,,"$2,100.00",$200.00,$60.00,4,$10.00
152,305213,$105.00,$525.00,"$1,806.00",$200.00,$50.00,2,$0.00
153,308166,$145.00,$850.00,"$2,800.00",$100.00,$50.00,2,$25.00
154,315769,$75.00,$650.00,"$1,800.00",$150.00,$40.00,2,$20.00
155,318865,$59.00,$700.00,"$2,000.00",$150.00,$70.00,1,$0.00
156,320506,$99.00,,,$150.00,$35.00,1,$0.00
157,324726,$71.00,,,$500.00,$60.00,1,$20.00
158,352686,$48.00,,,,$25.00,1,$0.00
159,327133,$28.00,,,,$12.00,1,$0.00
160,330248,$50.00,,,,$25.00,1,$40.00
161,330766,$120.00,,,$150.00,$25.00,2,$25.00
162,330957,$111.00,,,$100.00,$70.00,4,$25.00
163,333190,$18.00,,,$100.00,$15.00,1,$12.00
164,335861,$95.00,$600.00,,$200.00,$50.00,2,$0.00
165,337755,$95.00,,,$200.00,$50.00,2,$10.00
166,957920,$125.00,$650.00,"$1,500.00",$100.00,$35.00,2,$10.00
167,343859,$137.00,,,$200.00,$48.00,4,$20.00
168,343861,$95.00,,,$200.00,$45.00,2,$15.00
169,343864,$139.00,,,$200.00,$50.00,4,$20.00
170,343866,$89.00,,,$200.00,$45.00,1,$0.00
171,346018,$60.00,,,$100.00,$30.00,1,$20.00
172,348081,$39.00,,,$0.00,$0.00,1,$21.00
173,351395,$125.00,,,$500.00,$80.00,2,$30.00
174,352772,$145.00,$894.00,"$3,352.00",,$65.00,2,$10.00
175,353640,$110.00,$800.00,"$1,500.00",$300.00,$60.00,1,$15.00
176,357576,$73.00,,,$150.00,$65.00,2,$0.00
177,357958,$52.00,$350.00,$900.00,$250.00,$40.00,2,$12.00
178,7047052,$95.00,,,,,1,$0.00
179,359277,$40.00,,,$200.00,$15.00,1,$15.00
180,359841,$60.00,,,$150.00,,2,$25.00
181,363601,$60.00,,,$500.00,$70.00,2,$0.00
182,11997102,$30.00,,,,,1,$0.00
183,364030,$130.00,,,$250.00,$40.00,2,$15.00
184,365911,$113.00,,"$1,850.00",$200.00,$75.00,2,$15.00
185,370665,$90.00,,"$1,620.00",$500.00,$120.00,2,$15.00
186,374491,$25.00,$280.00,"$1,200.00",$200.00,$15.00,1,$15.00
187,374561,$55.00,,,$200.00,$15.00,2,$0.00
188,375961,$77.00,,"$1,450.00",$150.00,$40.00,2,$15.00
189,377161,$60.00,,,,,4,$0.00
190,378998,$20.00,$145.00,$500.00,,,1,$0.00
191,380421,$48.00,,,$100.00,$10.00,1,$0.00
192,6653030,$320.00,,,,,1,$0.00
193,382000,$110.00,$725.00,"$1,850.00",$0.00,$65.00,5,$6.00
194,384063,$90.00,,,$0.00,$60.00,2,$15.00
195,384155,$64.00,"$1,120.00","$2,850.00","$1,800.00",$0.00,2,$0.00
196,384464,$160.00,,,$100.00,$30.00,1,$0.00
197,384867,$20.00,,,,$10.00,1,$20.00
198,385049,$234.00,,,$100.00,$30.00,3,$0.00
199,385728,$55.00,$350.00,"$1,350.00",$300.00,$40.00,1,$20.00
200,6690667,$58.00,,,,,1,$0.00
201,393717,$105.00,$580.00,"$1,464.00",$200.00,$40.00,3,$0.00
202,394692,$22.00,,,,$10.00,1,$20.00
203,395050,$28.00,$450.00,$975.00,$250.00,$50.00,2,$20.00
204,401481,$38.00,$300.00,,$0.00,$0.00,2,$20.00
205,401990,$50.00,$300.00,"$1,000.00",$100.00,$25.00,2,$25.00
206,402633,$250.00,,,$150.00,$60.00,1,$0.00
207,402657,$75.00,,,$400.00,$30.00,2,$25.00
208,408127,$25.00,$150.00,$400.00,,,1,$0.00
209,408599,$75.00,,,$200.00,$40.00,3,$10.00
210,410159,$125.00,,,$200.00,$65.00,5,$25.00
211,412649,$67.00,,,,$30.00,2,$10.00
212,414786,$28.00,,,,$12.00,2,$0.00
213,415892,$460.00,,,$200.00,$90.00,4,$0.00
214,416704,$50.00,,$380.00,$0.00,$10.00,1,$30.00
215,417239,$97.00,,"$1,800.00",$550.00,$0.00,2,$0.00
216,424137,$200.00,,"$3,500.00",$150.00,$30.00,1,$30.00
217,425639,$400.00,"$2,100.00",,$500.00,$168.00,6,$0.00
218,430585,$200.00,,"$3,700.00",$150.00,$30.00,1,$30.00
219,6690671,$62.00,,,,,1,$0.00
220,431054,$69.00,,"$1,350.00",$300.00,$50.00,2,$20.00
221,431331,$47.00,,"$1,500.00",,$40.00,2,$0.00
222,432482,$180.00,,,$800.00,$0.00,2,$20.00
223,437886,$38.00,$300.00,,,,1,$0.00
224,438102,$38.00,$280.00,$690.00,$90.00,$20.00,1,$0.00
225,438123,$70.00,,,$0.00,$0.00,4,$13.00
226,439057,$126.00,,,$150.00,$45.00,4,$25.00
227,440427,$120.00,,,$200.00,$55.00,4,$15.00
228,543342,$115.00,$630.00,"$1,690.00",$150.00,$75.00,2,$10.00
229,440619,$50.00,,,$0.00,$10.00,2,$258.00
230,440840,$25.00,,,,,1,$20.00
231,440841,$24.00,,,$0.00,$0.00,1,$20.00
232,440996,$135.00,$180.00,$730.00,$250.00,$40.00,1,$0.00
233,443909,$60.00,,$600.00,,,1,$0.00
234,446665,$39.00,$300.00,$500.00,$100.00,$20.00,1,$20.00
235,446751,$29.00,,,$75.00,,1,$0.00
236,449854,$120.00,,,$300.00,$60.00,2,$20.00
237,451758,$100.00,,,$300.00,$60.00,2,$20.00
238,455623,$55.00,$325.00,$650.00,$150.00,$20.00,2,$0.00
239,456283,$57.00,,,,$10.00,1,$10.00
240,456333,$28.00,,$580.00,,$8.00,1,$20.00
241,457195,$212.00,,,$300.00,$0.00,1,$36.00
242,462012,$30.00,,$700.00,$0.00,$40.00,1,$5.00
243,462062,$33.00,$175.00,$600.00,$98.00,$10.00,1,$0.00
244,462118,$138.00,,"$3,000.00",$150.00,$100.00,4,$10.00
245,462332,$30.00,$65.00,,,$5.00,1,$0.00
246,462557,$33.00,$270.00,$440.00,$80.00,,1,$15.00
247,463880,$90.00,,,$150.00,$75.00,2,$20.00
248,469177,$90.00,,"$2,800.00",$200.00,$75.00,6,$10.00
249,471669,$80.00,,,,$5.00,1,$10.00
250,472062,$175.00,$880.00,"$2,202.00",$300.00,$60.00,1,$0.00
251,472779,$90.00,,,$200.00,$85.00,2,$0.00
252,473395,$180.00,$790.00,"$2,700.00",$300.00,$60.00,1,$0.00
253,473459,$200.00,$675.00,"$2,508.00",$300.00,$60.00,1,$0.00
254,475771,$35.00,$400.00,"$1,000.00",,,2,$8.00
255,475786,$75.00,$200.00,$700.00,$0.00,$0.00,1,$0.00
256,477256,$15.00,,,,,1,$0.00
257,478173,$137.00,,"$2,250.00",,$75.00,4,$20.00
258,478616,$150.00,,,$0.00,$0.00,2,$75.00
259,478951,$180.00,,,$200.00,$75.00,6,$20.00
260,480975,$50.00,$400.00,,,,1,$0.00
261,6690672,$58.00,,,,,1,$0.00
262,481739,$380.00,,,$100.00,$65.00,2,$0.00
263,484390,$25.00,,$695.00,$200.00,$40.00,1,$0.00
264,485011,$62.00,,,$150.00,,1,$0.00
265,487233,$160.00,,,$220.00,$70.00,2,$13.00
266,21148703,$35.00,,,,,1,$0.00
267,488341,$30.00,$175.00,,$0.00,$10.00,1,$0.00
268,490517,$100.00,,,$200.00,$85.00,2,$0.00
269,490803,$115.00,,,$600.00,$85.00,2,$0.00
270,490853,$19.00,,,$200.00,,1,$0.00
271,493122,$14.00,,,,,1,$0.00
272,494834,$76.00,,,$150.00,$65.00,2,$0.00
273,496997,$140.00,,"$2,500.00",$200.00,$70.00,4,$10.00
274,497545,$130.00,,"$2,500.00",$200.00,$75.00,4,$10.00
275,498632,$65.00,,,$150.00,$40.00,2,$30.00
276,502436,$140.00,,"$1,800.00",$150.00,$70.00,3,$0.00
277,503765,$120.00,"$1,500.00","$3,500.00",$300.00,$60.00,2,$40.00
278,504653,$35.00,,,,,1,$10.00
279,504860,$35.00,,,,,1,$10.00
280,507667,$50.00,$280.00,$690.00,$90.00,$20.00,1,$30.00
281,507972,$500.00,"$3,000.00","$9,500.00",$500.00,$150.00,7,$0.00
282,508212,$92.00,$670.00,"$2,200.00",$300.00,$60.00,2,$15.00
283,508685,$25.00,,,,,1,$0.00
284,510923,$140.00,,,$200.00,$0.00,3,$10.00
285,512625,$42.00,,,,$10.00,1,$0.00
286,512666,$210.00,"$1,100.00","$4,700.00",$200.00,$65.00,6,$0.00
287,512737,$130.00,$750.00,"$2,900.00",$200.00,$60.00,4,$15.00
288,513825,$130.00,,"$1,550.00",$300.00,,3,$10.00
289,514572,$173.00,$890.00,"$3,150.00",$100.00,$55.00,4,$30.00
290,515724,$38.00,$280.00,$450.00,,$5.00,1,$38.00
291,516102,$39.00,,$800.00,$100.00,,1,$0.00
292,516340,$165.00,,,$100.00,$45.00,2,$15.00
293,517407,$234.00,,"$1,700.00",$500.00,,4,$10.00
294,518247,$135.00,,,$200.00,$50.00,2,$20.00
295,519566,$40.00,,$400.00,,,1,$30.00
296,519631,$198.00,,,,,4,$30.00
297,520389,$150.00,,"$2,500.00",$200.00,$70.00,4,$10.00
298,522705,$81.00,,,$450.00,$50.00,1,$0.00
299,563971,$70.00,$867.00,,$200.00,$0.00,2,$40.00
300,522987,$18.00,,,$100.00,$15.00,1,$12.00
301,526016,$35.00,$245.00,$900.00,$0.00,$20.00,1,$0.00
302,526094,$45.00,$190.00,$420.00,$0.00,$25.00,1,$0.00
303,528979,$55.00,$400.00,$800.00,,,1,$30.00
304,531195,$350.00,,,$100.00,,12,$0.00
305,531851,$280.00,"$2,000.00","$5,500.00",$300.00,$140.00,4,$24.00
306,534410,$149.00,,,$300.00,$80.00,2,$35.00
307,534550,$275.00,,,$100.00,,7,$0.00
308,536470,$120.00,$450.00,"$1,200.00",$100.00,$50.00,1,$0.00
309,537176,$90.00,,,$0.00,$50.00,2,$13.00
310,539349,$35.00,$190.00,$450.00,,,1,$12.00
311,543728,$100.00,$700.00,"$2,000.00",$100.00,$35.00,4,$20.00
312,544995,$249.00,"$1,490.00","$4,990.00","$4,050.00",$115.00,1,$0.00
313,545207,$65.00,,,$100.00,$15.00,2,$25.00
314,1005751,$95.00,$491.00,,,,2,$25.00
315,548052,$90.00,,,$0.00,$60.00,2,$15.00
316,551378,$100.00,,,$150.00,$60.00,7,$10.00
317,554299,$40.00,,,$700.00,$0.00,1,$0.00
318,556255,$35.00,$180.00,$700.00,$150.00,,1,$0.00
319,556979,$100.00,,,$100.00,$50.00,2,$20.00
320,557772,$60.00,$600.00,"$2,000.00",$400.00,$40.00,2,$15.00
321,558366,$27.00,$160.00,$450.00,$200.00,$30.00,1,$0.00
322,558549,$44.00,,$450.00,$0.00,$15.00,2,$18.00
323,558651,$320.00,"$1,300.00","$3,000.00",$250.00,$35.00,6,$30.00
324,558886,$111.00,,"$2,000.00",$200.00,$60.00,3,$10.00
325,559930,$25.00,,,$100.00,$20.00,1,$12.00
326,562169,$100.00,$700.00,"$2,580.00",$350.00,$50.00,4,$0.00
327,562807,$100.00,,"$1,850.00",$250.00,$60.00,4,$20.00
328,563131,$55.00,,,$0.00,$10.00,1,$15.00
329,564809,$55.00,$400.00,$800.00,,$20.00,1,$30.00
330,566869,$55.00,,,$150.00,$30.00,2,$25.00
331,567855,$62.00,,,$200.00,$45.00,2,$20.00
332,567962,$46.00,,"$1,750.00","$2,500.00",$35.00,2,$10.00
333,568129,$45.00,$210.00,$600.00,$100.00,$0.00,1,$18.00
334,568185,$45.00,$210.00,$600.00,$100.00,$0.00,1,$18.00
335,568432,$44.00,,,$150.00,$45.00,2,$20.00
336,569527,$119.00,,,$200.00,$51.00,4,$10.00
337,569610,$120.00,,,$200.00,$20.00,2,$15.00
338,572646,$27.00,,,$400.00,$30.00,1,$0.00
339,572833,$100.00,$560.00,"$1,800.00",$200.00,$90.00,3,$10.00
340,575139,$250.00,,,,$75.00,1,$0.00
341,575144,$265.00,,,$300.00,$75.00,1,$0.00
342,576046,$25.00,$315.00,$900.00,$200.00,$10.00,1,$10.00
343,576383,$90.00,,,$100.00,$20.00,2,$20.00
344,576550,$166.00,,,$0.00,$115.00,1,$0.00
345,576728,$149.00,,,$150.00,$60.00,4,$12.00
346,577271,$50.00,$250.00,$750.00,,$25.00,1,$0.00
347,577865,$49.00,$298.00,"$1,050.00",,$10.00,1,$10.00
348,578180,$30.00,,$750.00,,,2,$10.00
349,578558,$150.00,,,$300.00,$100.00,4,$35.00
350,582364,$175.00,$900.00,"$3,200.00",$300.00,$80.00,4,$25.00
351,584348,$85.00,,,$250.00,$60.00,2,$0.00
352,585762,$216.00,,,$300.00,$0.00,1,$36.00
353,587203,$35.00,,,,$10.00,1,$10.00
354,588268,$100.00,,,$200.00,$40.00,2,$45.00
355,588996,$95.00,,,$0.00,$50.00,2,$13.00
356,590503,$69.00,,,$0.00,$45.00,2,$20.00
357,590991,$81.00,$344.00,"$1,374.00",$172.00,$29.00,2,$14.00
358,594235,$79.00,,"$1,700.00",$0.00,$40.00,1,$0.00
359,594580,$120.00,$650.00,"$1,400.00",$88.00,$40.00,2,$23.00
360,594965,$37.00,,$850.00,$350.00,$60.00,2,$10.00
361,596148,$54.00,$275.00,,$0.00,$20.00,1,$0.00
362,597715,$90.00,$500.00,"$1,100.00",$100.00,$35.00,3,$10.00
363,598329,$160.00,,,$200.00,,1,$0.00
364,600162,$50.00,,,$100.00,,1,$0.00
365,602187,$26.00,$90.00,$350.00,$100.00,$25.00,1,$15.00
366,602284,$120.00,$650.00,"$1,400.00",$86.00,$40.00,2,$27.00
367,605186,$155.00,,"$2,500.00",$700.00,$50.00,2,$10.00
368,610868,$50.00,,,$200.00,$20.00,1,$15.00
369,611366,$350.00,,,$200.00,$99.00,6,$35.00
370,617561,$102.00,,"$1,900.00",$150.00,$50.00,3,$15.00
371,619775,$90.00,,,$200.00,$60.00,2,$10.00
372,621656,$45.00,,,,$20.00,1,$0.00
373,625716,$79.00,,,$0.00,$50.00,5,$0.00
374,626043,$35.00,$200.00,$620.00,$150.00,$30.00,1,$30.00
375,627394,$50.00,$250.00,$450.00,$70.00,,1,$0.00
376,630566,$139.00,,,$250.00,$60.00,2,$20.00
377,631119,$80.00,,,$400.00,$60.00,1,$35.00
378,632818,$85.00,$450.00,$750.00,,,1,$0.00
379,634786,$100.00,,,,,1,$30.00
380,635339,$60.00,,,,,2,$10.00
381,636702,$290.00,"$1,800.00",,$300.00,$0.00,1,$0.00
382,637232,$21.00,,$700.00,$90.00,$8.00,1,$10.00
383,638009,$39.00,$280.00,,$0.00,$0.00,1,$20.00
384,17468995,$22.00,,,,,1,$0.00
385,639137,$90.00,$550.00,,$300.00,$50.00,2,$5.00
386,639820,$84.00,,,$250.00,$59.00,2,$15.00
387,640268,$38.00,$210.00,$430.00,,$10.00,1,$10.00
388,640867,$50.00,,,$0.00,$10.00,2,$200.00
389,667762,$40.00,$250.00,$850.00,$100.00,,2,$25.00
390,644378,$50.00,,"$1,100.00",$0.00,$80.00,1,$0.00
391,644534,$32.00,$250.00,$370.00,,,1,$0.00
392,645513,$90.00,$750.00,"$2,000.00",$300.00,$60.00,2,$35.00
393,648112,$59.00,$300.00,$750.00,$0.00,$0.00,1,$15.00
394,650885,$250.00,,,$500.00,$75.00,4,$50.00
395,653634,$39.00,,,$88.00,$18.00,1,$18.00
396,22937774,$70.00,,,$0.00,$0.00,2,$15.00
397,659207,$900.00,,,$400.00,$120.00,4,$0.00
398,662879,$100.00,,"$2,500.00",$200.00,$45.00,2,$20.00
399,663096,$280.00,,"$6,000.00",$400.00,$100.00,4,$20.00
400,663732,$28.00,,,$0.00,$17.00,1,$10.00
401,667143,$78.00,,,$0.00,$0.00,3,$26.00
402,667177,$250.00,,,$150.00,,2,$0.00
403,667181,$40.00,$250.00,$800.00,$0.00,$20.00,1,$20.00
404,670546,$299.00,,,$400.00,,2,$30.00
405,670782,$105.00,,,$150.00,$55.00,2,$15.00
406,670956,$40.00,$300.00,,$100.00,$0.00,2,$20.00
407,671458,$85.00,,"$1,250.00",$200.00,$60.00,1,$0.00
408,676924,$30.00,,,,,1,$0.00
409,671951,$33.00,,,$100.00,,1,$10.00
410,672728,$125.00,,"$2,250.00",$250.00,$60.00,2,$20.00
411,673708,$80.00,,,,$30.00,1,$0.00
412,674068,$125.00,,,$100.00,$50.00,3,$10.00
413,674461,$22.00,,,,,1,$0.00
414,674723,$75.00,$515.00,"$1,336.00",$300.00,$80.00,1,$25.00
415,675174,$30.00,,,,$15.00,1,$0.00
416,675175,$25.00,,,,$15.00,1,$0.00
417,677012,$24.00,$160.00,$640.00,,,1,$0.00
418,677850,$48.00,$300.00,,$0.00,$15.00,1,$9.00
419,679547,$21.00,,$500.00,,$15.00,1,$12.00
420,679664,$55.00,$500.00,"$1,000.00",,,1,$0.00
421,679965,$33.00,,,$200.00,$20.00,1,$0.00
422,682808,$399.00,,,$600.00,,4,$50.00
423,682871,$89.00,,,$100.00,,3,$10.00
424,683062,$37.00,$350.00,,$0.00,$0.00,1,$10.00
425,683195,$95.00,,,$150.00,$50.00,2,$20.00
426,684613,$24.00,,,$69.00,$6.00,1,$18.00
427,685934,$50.00,,,$0.00,$0.00,1,$0.00
428,686830,$120.00,,,$150.00,$45.00,2,$15.00
429,688229,$30.00,,,$0.00,$10.00,1,$15.00
430,688527,$65.00,$399.00,"$1,300.00",$250.00,$35.00,2,$15.00
431,688703,$115.00,,,$100.00,$0.00,3,$12.00
432,688946,$90.00,$600.00,"$1,800.00",$250.00,$40.00,4,$15.00
433,692480,$50.00,$270.00,$800.00,$200.00,$40.00,1,$25.00
434,694516,$24.00,$260.00,$340.00,$90.00,$25.00,1,$21.00
435,698593,$105.00,$530.00,"$1,550.00",$100.00,$50.00,4,$0.00
436,699920,$175.00,,,$0.00,$66.00,2,$0.00
437,699927,$36.00,,,$150.00,$35.00,2,$0.00
438,700150,$302.00,,,$0.00,$66.00,4,$35.00
439,702095,$105.00,,,$200.00,$40.00,2,$20.00
440,703719,$250.00,"$1,300.00","$3,200.00",$200.00,$70.00,2,$0.00
441,705086,$700.00,,,,,2,$0.00
442,714400,$77.00,,,"$2,100.00",$0.00,4,$0.00
443,715036,$141.00,,,$150.00,$45.00,4,$0.00
444,717710,$55.00,,"$1,000.00",$100.00,$58.00,2,$0.00
445,718469,$81.00,,,$100.00,$40.00,2,$18.00
