id,listing_id,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,square_feet
9377,24200355,1,1,6,2,4,6,1,
9378,24200472,1,1,6,1,2,3,1,
9379,24200788,1,1,5,2,3,5,1,
9380,24203622,1,2,2,1,1,1,1,
9381,24205626,1,1,6,1,3,4,1,
9382,24206324,1,2,2,1,1,1,1,
9383,24215046,1,1,6,2,3,5,1,
9384,24215584,1,1,6,2,4,6,1,
9385,24216101,1,1,6,2,3,6,1,
9386,24217003,1,1,6,2,3,5,1,
9387,24217165,1,1,4,2,2,4,1,
9388,24217436,1,1,7,2,3,5,1,
9389,24217487,1,1,4,2,2,4,1,
9390,24217669,1,1,4,2,1,4,1,
9391,24218366,1,1,5,1,3,3,1,
9392,24218489,1,2,1,1,1,1,1,
9393,24219332,1,2,4,1,1,2,1,
9394,24220365,3,1,4,1,1,2,1,
9395,24224197,1,1,4,1,2,3,1,
9396,24224594,1,1,6,1,3,5,1,
9397,24226666,1,2,2,1,1,1,1,
9398,24238106,1,2,2,1,1,1,1,
9399,24238187,14,2,3,1,1,3,1,
9400,24238588,14,2,2,1,1,2,1,
9401,24239102,1,1,4,1,2,4,1,
9402,24239481,1,1,2,1,1,1,1,
9403,24243000,1,2,1,1,1,1,1,
9404,24243226,1,2,2,1,1,1,1,
9405,24244026,1,2,4,1,1,4,1,
9406,24246157,1,2,4,1,2,4,1,
9407,24249840,1,2,2,1,1,1,1,
9408,24257390,1,2,2,1,1,2,1,
9409,24259621,1,1,4,1,2,3,1,
9410,24260316,1,2,4,2,1,4,1,
9411,24261250,1,1,2,1,1,1,1,
9412,24266113,4,2,2,1,1,1,1,
9413,24273093,4,2,1,1,1,1,1,
9414,24273780,4,2,1,1,1,1,1,
9415,24274447,1,2,1,1,1,1,1,
9416,24274635,1,1,2,1,1,1,1,
9417,24277279,1,2,1,1,1,1,1,
9418,24278676,1,2,2,1,1,1,1,
9419,24280652,7,2,2,1,1,1,1,
9420,24281016,1,2,1,1,1,1,1,
9421,24281036,1,2,1,1,1,1,1,
9422,24281767,1,2,2,1,1,1,1,
9423,24282291,1,2,2,1,1,1,1,
9424,24284284,1,2,2,1,1,1,1,
9425,24285921,1,2,2,1,1,1,1,
9426,24293954,22,2,3,1,1,1,1,
9427,24294150,1,3,1,1,1,1,1,
9428,24295747,1,1,5,1,3,5,1,
9429,24301034,4,2,2,1,1,1,1,
9430,24302456,1,2,2,1,1,1,1,
9431,24302743,4,2,1,1,1,1,1,
9432,24305496,1,2,2,1,1,1,1,
9433,24306237,1,2,1,1,1,1,1,
9434,24306543,1,1,2,1,1,1,1,
9435,24307921,1,2,1,1,1,1,1,
9436,24309250,1,2,1,1,1,2,1,
9437,24309551,1,2,1,1,1,1,1,
9438,24310385,1,2,2,2,1,1,1,
9439,24314780,13,2,2,1,1,2,1,
9440,24316306,1,2,2,1,1,1,1,
9441,24317499,1,2,2,1,1,1,1,
9442,24317754,1,2,2,1,1,1,1,
9443,24319577,1,2,2,1,1,2,1,
9444,24320106,1,1,4,1,2,2,1,
9445,24322799,1,1,2,1,1,1,1,
9446,25368923,1,1,5,1,3,3,1,
9447,24323897,3,1,2,1,0,2,1,
9448,24324746,1,1,2,1,1,2,1,
9449,24324924,1,1,5,2,3,3,1,
9450,24325071,1,2,1,1,1,1,1,
9451,24327366,1,1,5,1,3,4,1,
9452,24328432,1,1,4,1,2,3,1,
9453,24328783,2,2,2,1,1,1,1,
9454,24328986,1,1,4,1,2,2,1,
9455,24333231,1,1,5,2,2,3,1,
9456,24339666,5,1,4,2,2,4,1,
9457,24340871,7,1,14,5,6,8,1,
9458,24341384,7,1,14,5,6,8,1,
9459,24342272,1,1,6,1,3,4,1,
9460,24342343,1,2,1,2,1,1,1,
9461,24342398,5,1,2,1,1,2,1,
9462,24342432,5,1,3,1,1,2,1,
9463,24342447,5,1,4,1,1,2,1,
9464,24342500,5,1,6,2,3,3,1,
9465,24343357,5,1,6,2,1,3,1,
9466,24344024,1,1,4,1,1,1,1,
9467,25440654,1,1,4,1,2,2,1,
9468,24346331,11,2,4,1,1,2,1,
9469,24346762,1,1,2,1,1,1,1,65
9470,24347440,1,1,4,1,2,2,1,
9471,25809648,1,1,5,1,3,3,1,
9472,24348022,1,2,2,2,1,1,1,
9473,24348991,1,1,4,1,1,1,1,
9474,24350436,1,1,4,1,2,3,1,
9475,24350728,1,1,4,1,1,1,1,
9476,24351941,1,2,2,1,1,1,1,
9477,24351968,1,2,2,1,1,1,1,
9478,24356335,1,2,2,1,1,1,1,
9479,24361978,1,1,4,1,2,3,1,
9480,24363018,1,1,4,1,1,4,1,
9481,24363217,1,2,4,1,2,2,1,
9482,24364911,1,2,1,1,1,1,1,
9483,24365086,4,2,1,0,0,1,1,
9484,24368563,5,1,4,2,2,3,1,
9485,24373627,1,2,1,1,1,1,1,
9486,24374247,1,3,1,1,1,5,1,
9487,24376264,1,2,4,1,3,3,1,
9488,24382627,1,1,4,1,1,1,1,
9489,24383051,1,2,2,1,1,2,1,
9490,24861686,1,1,4,1,1,1,1,
9491,24383439,13,2,4,1,1,4,1,
9492,24383445,1,1,4,1,2,3,1,
9493,24383794,12,2,1,1,1,1,1,
9494,24388074,8,1,3,2,2,2,1,
9495,24390559,1,2,2,1,2,2,1,
9496,24391072,1,1,9,2,4,8,1,
9497,24391601,1,2,1,1,1,1,1,
9498,24392207,5,2,1,1,1,1,1,
9499,24398073,1,1,4,1,2,2,1,
9500,24404630,1,2,2,1,1,1,1,
9501,24407462,1,2,2,1,1,1,1,
9502,24408639,1,2,3,1,1,3,1,
9503,24409553,1,2,2,1,1,1,1,
9504,24410232,1,2,1,1,1,1,1,
9505,24410827,1,1,4,1,2,3,1,
9506,24416554,4,2,2,2,1,1,1,
9507,24417314,2,2,3,2,1,3,1,
9508,24417473,2,2,3,2,1,2,1,
9509,24417607,2,2,3,2,1,2,1,
9510,24417795,2,2,2,2,1,2,1,
9511,24418125,1,2,1,1,1,1,1,
9512,24419085,7,2,2,1,1,1,1,
9513,24419383,1,1,4,1,1,2,1,
9514,24420251,1,1,3,1,3,3,1,
9515,24423501,1,2,2,1,1,1,1,
9516,24424717,11,2,2,1,1,1,1,
9517,24424771,1,1,2,1,1,1,1,
9518,24426527,1,2,2,1,1,1,1,
9519,24427119,1,2,2,1,1,1,1,
9520,24436464,1,2,1,1,2,1,1,
9521,24437365,1,1,4,2,2,2,1,
9522,24437486,1,2,1,1,1,1,1,
9523,24437496,1,1,4,1,2,3,1,
9524,24438577,1,2,2,1,1,1,1,
9525,24438591,1,2,2,1,1,1,1,
9526,24440137,1,2,1,1,1,1,1,
9527,24442576,1,1,4,1,1,1,1,
9528,24443532,1,2,1,1,0,1,1,
9529,24444344,1,2,1,2,1,1,1,
9530,24449492,1,2,8,1,1,3,1,
9531,24449730,1,2,1,1,1,1,1,
9532,24450337,1,2,2,2,1,1,1,
9533,24450791,1,2,2,1,1,1,1,
9534,24452015,1,2,2,1,1,1,1,
9535,24452457,1,2,2,1,1,1,1,
9536,24461559,5,2,1,2,1,1,1,
9537,24462781,1,2,2,1,1,1,1,
9538,24464373,1,2,2,2,1,1,1,
9539,24464487,1,1,6,2,3,3,1,
9540,24465326,5,1,2,1,1,2,1,
9541,24465403,5,1,2,1,1,2,1,
9542,24465924,1,1,5,1,2,2,1,
9543,24467999,1,2,1,1,1,1,1,
9544,24469371,1,2,2,1,1,1,1,
9545,24479179,1,2,2,2,1,1,1,
9546,24481662,1,1,2,1,0,2,1,
9547,24483124,1,2,1,1,1,1,1,
9548,24483421,1,2,2,1,1,1,1,
9549,24484049,1,2,2,1,1,1,1,
9550,24487331,1,1,4,1,2,3,1,
9551,24484885,1,1,6,1,2,4,1,
9552,24485279,1,1,10,3,4,10,1,
9553,24486669,1,1,6,1,2,3,1,
9554,24487287,1,2,1,1,1,1,1,
9555,24488350,1,2,2,1,1,1,1,
9556,24490549,1,2,2,1,1,1,1,
9557,24490608,1,2,2,1,1,1,1,
9558,24491768,1,2,2,1,1,1,1,
9559,24496319,1,2,1,2,1,1,1,
9560,24504672,1,2,3,2,2,2,1,
9561,24504731,4,1,2,1,1,1,1,
9562,24506509,1,2,2,1,1,1,1,
9563,24507118,1,2,2,1,1,1,1,
9564,24507614,12,2,2,2,1,1,1,
9565,24508879,1,2,2,1,1,1,1,
9566,24512433,1,1,2,1,1,1,1,
9567,24514035,1,1,4,1,2,2,1,
9568,24517597,3,2,2,1,1,1,1,
9569,24518284,1,2,3,2,1,2,1,
9570,24519653,1,2,2,1,1,1,1,
9571,24520554,1,1,5,2,2,2,1,
9572,24523087,1,2,2,2,1,1,1,
9573,24528857,1,1,4,1,1,1,1,
9574,24533829,5,2,2,1,1,1,1,
9575,24534785,1,1,4,2,2,4,1,
9576,24535502,1,1,8,2,3,5,1,
9577,24536137,1,2,2,1,1,1,1,
9578,24539639,1,2,1,1,1,1,1,
9579,24544957,1,2,2,1,1,1,1,
9580,24545802,1,2,3,1,2,2,1,
9581,24550964,1,1,3,1,2,1,1,
9582,24567969,1,1,4,1,1,2,1,
9583,24557769,1,2,1,1,1,1,1,
9584,24570962,2,2,2,1,1,2,1,
9585,24573251,1,2,2,1,1,1,1,
9586,24581104,1,2,2,1,1,1,1,
9587,24581888,1,2,2,1,1,2,1,
9588,24584770,1,2,2,1,2,1,1,
9589,24589082,1,1,4,1,1,1,1,
9590,24589255,1,2,2,1,1,2,1,
9591,24589911,1,1,5,1,2,4,1,
9592,24610525,1,1,4,1,2,2,1,
9593,24611386,1,2,2,1,1,2,1,
9594,24615240,1,3,2,1,1,2,1,
9595,24615495,4,1,3,2,2,2,1,
9596,24615531,1,1,5,2,3,4,1,
9597,24615965,1,1,4,1,3,4,1,
9598,24616180,1,2,1,1,1,1,1,
9599,24616737,1,2,2,1,0,1,1,
9600,24618127,1,1,3,1,2,1,1,
9601,24618635,1,1,3,1,2,2,1,
9602,24619705,1,2,1,1,1,1,1,
9603,24622611,1,1,3,1,2,2,1,
9604,24622712,1,2,2,1,1,1,1,
9605,24624833,1,2,2,2,1,1,1,
9606,24626818,1,1,5,1,3,3,1,
9607,24627101,1,2,2,1,1,1,1,
9608,24631006,5,1,5,1,2,3,1,
9609,24634518,1,2,1,1,1,1,1,
9610,24639847,1,2,1,1,0,1,1,
9611,24641191,1,2,2,1,1,1,1,
9612,24646419,13,1,3,2,1,2,1,
9613,24652373,1,1,4,1,1,2,1,
9614,24653031,1,2,2,1,1,1,1,
9615,24662715,1,2,2,1,1,1,1,
9616,24664178,1,1,4,2,2,3,1,
9617,24664373,1,2,1,1,1,1,1,
9618,24664753,4,2,2,1,1,1,1,
9619,24669775,1,1,4,1,2,2,1,
9620,24672191,1,1,5,2,3,3,1,
9621,24673830,1,1,4,2,2,3,1,
9622,24684415,1,1,2,1,1,1,1,
9623,24684433,14,2,16,3,4,28,1,
9624,24684818,1,2,1,1,1,1,1,
9625,24686671,14,2,4,3,1,4,1,
9626,24687673,1,2,4,1,1,2,1,
9627,24687706,1,2,1,0,1,1,1,
9628,24693627,1,1,2,1,1,1,1,
9629,24694493,1,1,2,1,1,2,1,
9630,24695764,1,2,1,1,1,1,1,
9631,24696293,1,2,2,1,1,1,1,
9632,24699173,1,2,2,1,1,1,1,
9633,24704852,1,2,2,1,1,1,1,
9634,24705193,1,2,2,1,1,1,1,
9635,24706505,1,2,2,1,1,1,1,
9636,24707742,1,2,2,1,1,1,1,
9637,24708164,1,2,2,1,1,1,1,
9638,24722608,1,1,4,1,2,3,1,
9639,24722855,1,1,6,1,3,4,1,
9640,24723171,1,2,2,1,1,1,1,
9641,24723653,1,2,2,1,1,1,1,
9642,24726663,1,2,2,1,1,1,1,
9643,24727448,1,2,2,1,1,1,1,
9644,24728953,1,2,1,1,2,2,1,
9645,24733793,1,2,2,1,2,1,1,
9646,24734361,1,2,2,1,3,1,1,
9647,24735692,1,2,3,1,2,2,1,
9648,24742143,1,2,2,1,1,1,1,
9649,24742576,5,2,1,1,1,1,1,
9650,24742850,1,2,2,1,0,1,1,
9651,24745758,1,2,2,1,1,1,1,
9652,24746006,1,1,4,2,2,3,1,
9653,24747541,1,1,4,1,0,2,1,
9654,24747700,1,1,4,1,2,1,1,
9655,24747942,1,1,3,1,1,1,1,
9656,24748804,1,2,2,1,1,1,1,
9657,24754714,2,2,1,2,1,1,1,
9658,24755030,2,2,1,2,1,2,1,
9659,24755107,2,2,3,2,1,3,1,
9660,24755303,2,2,3,2,1,2,1,
9661,24756027,1,2,3,2,1,2,1,
9662,24761802,1,2,2,1,1,1,1,
9663,24762616,1,2,2,2,1,2,1,
9664,24764768,1,1,4,1,3,3,1,
9665,24765216,2,3,4,2,1,4,1,
9666,24769410,1,2,2,1,1,1,1,
9667,24772474,1,1,2,1,1,1,1,
9668,24772704,1,2,2,1,1,1,1,
9669,24775225,1,2,2,1,1,1,1,
9670,24780936,1,2,1,1,1,1,1,
9671,24787329,1,1,4,1,2,4,1,
9672,24790739,1,1,2,1,1,1,1,
9673,24791905,1,2,2,1,1,2,1,
9674,24793535,14,2,8,3,1,8,1,
9675,24795077,1,1,6,1,2,4,1,
9676,24795248,1,2,2,1,1,1,1,
9677,24796633,1,1,4,2,3,2,1,
9678,24796640,14,2,8,3,1,8,1,
9679,24796742,3,1,2,1,1,1,1,
9680,24797366,4,2,1,1,1,1,1,
9681,24797878,1,1,6,1,3,6,1,
9682,24798487,14,2,8,3,1,8,1,
9683,24798791,1,2,1,1,1,1,1,
9684,24799307,1,2,2,1,1,1,1,
9685,25019716,1,1,3,1,1,1,1,
9686,24800927,1,2,2,1,1,1,1,
9687,24801653,3,1,2,0,0,1,1,
9688,24813521,1,2,2,1,1,1,1,
9689,24813542,1,1,5,1,3,3,1,
9690,24816219,1,1,3,1,2,2,1,
9691,24816324,1,1,4,1,1,4,1,
9692,24817511,3,2,2,1,1,1,1,
9693,24819150,1,1,6,1,2,3,1,
9694,24819159,1,1,6,1,2,3,1,
9695,24819177,1,1,6,1,2,3,1,
9696,24819746,1,1,4,1,1,4,1,
9697,24821553,7,2,2,1,1,1,1,
9698,24826399,1,2,2,1,1,1,1,
9699,24826720,1,1,4,1,2,4,1,
9700,24830513,1,2,6,1,2,4,1,
9701,24834970,1,2,1,1,1,1,1,
9702,24840696,5,1,4,2,2,3,1,
9703,24840730,1,1,6,1,3,5,1,
9704,24843024,1,1,4,1,2,3,1,
9705,24845787,1,1,6,1,3,5,1,
9706,24846738,1,1,6,1,3,5,1,
9707,24848800,3,1,3,1,0,1,1,
9708,24849004,1,2,1,1,1,1,1,
9709,24852457,3,2,2,1,1,1,1,
9710,24853510,13,2,3,1,1,2,1,
9711,24853568,1,2,2,1,1,1,1,
9712,24861337,1,2,2,1,1,1,1,
9713,24862767,1,1,3,1,1,1,1,
9714,24862771,1,1,3,1,3,3,1,
9715,24863051,1,1,3,1,1,1,1,
9716,24863588,1,2,1,1,1,1,1,
9717,24863797,1,2,2,2,1,1,1,
9718,24864784,1,2,4,2,1,1,1,
9719,24865471,1,2,2,1,1,1,1,
9720,24865890,1,2,2,1,1,1,1,
9721,24866610,3,1,4,1,2,2,1,
9722,24881452,1,2,2,1,1,1,1,
9723,24881509,1,2,1,2,1,1,1,
9724,25243329,1,2,2,1,1,1,1,
9725,24886366,2,2,2,1,1,1,1,
9726,24886379,1,2,1,2,1,1,1,
9727,24887153,1,2,1,1,1,1,1,
9728,24889130,1,2,2,1,1,1,1,
9729,24893521,1,2,2,1,1,1,1,
9730,24893874,1,1,14,3,6,13,1,
9731,24901093,1,2,1,1,1,1,1,
9732,24903283,1,1,2,1,1,1,1,
9733,24903404,1,1,5,1,2,3,1,
9734,24903558,1,1,4,1,2,3,1,
9735,24903770,1,2,2,1,1,1,1,
9736,24904121,1,2,2,1,1,1,1,
9737,24904579,1,2,2,1,1,1,1,
9738,24905639,1,2,1,1,1,1,1,
9739,24907004,1,2,1,1,1,1,1,
9740,24907468,1,2,2,1,1,1,1,
9741,24908092,1,1,4,1,2,3,1,
9742,24913798,1,2,1,0,1,1,1,
9743,25033400,1,1,4,1,0,2,1,
9744,24918263,1,2,2,1,1,1,1,
9745,24925877,1,2,2,1,1,1,1,
9746,24926772,1,1,4,1,1,1,1,
9747,24926856,1,1,4,1,2,3,1,
9748,24927401,1,2,2,1,0,1,1,
9749,24928213,14,3,1,3,1,1,1,
9750,24928796,1,1,4,1,2,3,1,
9751,24929346,14,3,1,3,1,1,1,
9752,24929443,1,1,4,1,2,3,1,
9753,24929992,1,1,4,1,2,3,1,
9754,24930010,1,1,4,1,2,3,1,
9755,24931240,2,2,2,1,1,1,1,
9756,24932409,1,2,2,1,1,1,1,
9757,24932946,1,2,2,1,1,1,1,
9758,24933050,1,1,4,1,2,3,1,
9759,24933064,12,2,1,1,1,1,1,
9760,24933903,1,1,4,1,2,3,1,
9761,24935624,1,2,2,1,1,1,1,
9762,24935741,1,1,2,1,1,1,1,
9763,24936739,1,1,8,2,4,4,1,
9764,24941024,2,2,2,1,1,1,1,
9765,24942075,1,2,1,1,1,1,1,
9766,24943273,1,2,2,1,1,1,1,
9767,24944487,1,2,3,2,1,3,1,
9768,24945639,1,2,1,1,1,1,1,
9769,24948642,1,2,1,1,1,1,1,
9770,24951716,1,2,3,3,0,2,1,
9771,25095438,1,1,5,2,2,4,1,
9772,24956546,1,1,5,2,3,4,1,
9773,24957190,1,1,5,1,2,4,1,
9774,24958368,1,2,1,1,1,1,1,
9775,24959272,1,2,4,2,1,3,1,
9776,24959620,1,1,4,1,2,3,1,
9777,24960097,1,2,2,1,0,1,1,
9778,24960188,1,1,5,2,3,3,1,
9779,24960670,1,2,2,1,1,1,1,
9780,24961508,1,1,4,2,2,2,1,
9781,24962944,1,1,4,1,1,1,1,
9782,24965909,1,2,2,0,1,2,1,
9783,24967098,1,2,2,1,1,1,1,
9784,24967732,1,2,2,1,1,1,1,
9785,24974193,1,1,4,1,3,3,1,
9786,24975002,3,1,3,1,2,2,1,
9787,24977031,1,2,1,1,1,1,1,
9788,24977218,1,1,3,1,1,2,1,
9789,25098244,1,2,1,2,1,1,1,
9790,24978503,3,1,2,1,0,0,1,
9791,24978618,3,1,2,1,0,0,1,
9792,24978663,3,1,2,1,0,0,1,
9793,24978974,1,1,6,2,3,5,1,
9794,24982216,1,2,2,1,1,1,1,
9795,24982277,1,1,4,1,1,1,1,
9796,24984424,1,1,4,1,1,1,1,
9797,24984836,1,1,4,1,1,1,1,
9798,24990870,1,2,2,1,1,1,1,
9799,24991094,1,2,1,1,1,1,1,
9800,24994040,1,2,2,1,1,1,1,
9801,24998352,1,2,1,1,2,1,1,
9802,25001243,1,1,4,2,2,3,1,
9803,25001612,1,1,4,1,1,1,1,
9804,25002006,1,1,4,1,1,1,1,
9805,25002618,1,1,4,1,1,1,1,
9806,25002707,1,1,4,1,1,1,1,
9807,25002816,1,1,4,1,1,1,1,
9808,25002891,1,1,4,1,1,1,1,
9809,25004232,5,1,3,1,2,2,1,
9810,25006925,1,1,4,1,1,1,1,
9811,25007920,1,2,1,1,1,1,1,
9812,25010120,1,2,2,1,0,1,1,
9813,25013644,18,2,2,1,1,1,1,
9814,25015480,1,2,2,1,1,2,1,
9815,25020192,1,1,2,1,1,1,1,
9816,25021120,1,2,2,1,1,2,1,
9817,25022606,1,2,2,1,1,1,1,
9818,25022626,5,2,2,1,1,1,1,
9819,25022804,1,2,1,1,1,1,1,
9820,25031521,1,2,2,1,1,1,1,
9821,25031709,1,2,2,1,1,1,1,
9822,25032234,1,2,2,1,1,1,1,
9823,25034864,1,2,6,2,2,7,1,
9824,25039525,1,1,5,2,2,4,1,
9825,25039692,1,2,2,1,1,1,1,
9826,25040502,1,2,1,1,1,1,1,
9827,25041079,1,2,1,1,1,1,1,
9828,25041609,1,2,1,1,2,1,1,
9829,25041886,1,2,2,1,1,1,1,
9830,25042393,1,2,2,1,1,1,1,
9831,25043150,1,2,2,1,1,1,1,
9832,25045636,1,2,2,2,1,1,1,
9833,25047483,1,2,2,1,1,1,1,
9834,25047516,1,2,2,1,1,1,1,
9835,25049341,1,1,4,2,2,3,1,
9836,25050324,1,2,2,1,1,2,1,
9837,25050938,1,2,3,1,3,2,1,
9838,25052265,1,2,2,2,1,1,1,
9839,25052598,8,2,2,1,1,1,1,
9840,25053533,17,2,4,1,2,2,1,
9841,25054263,11,2,4,1,1,1,1,
9842,25061570,1,1,6,1,3,3,1,
9843,25062730,1,1,6,1,2,3,1,
9844,25063260,1,1,2,1,1,1,1,
9845,25063914,1,2,2,1,1,1,1,
9846,25064068,1,2,1,1,1,1,1,
9847,25064481,1,2,3,1,1,2,1,
9848,25066990,7,2,2,1,1,2,1,
9849,25067794,1,2,2,2,1,1,1,
9850,25068473,1,1,2,1,1,1,1,
9851,25068662,1,2,3,2,1,3,1,
9852,25069095,1,2,2,2,1,1,1,
9853,25070327,1,2,2,1,1,1,1,
9854,25072897,1,2,2,1,1,2,1,
9855,25074103,1,2,2,1,1,1,1,
9856,25074504,7,2,2,1,1,2,1,
9857,25079512,1,2,2,2,1,1,1,
9858,25080583,1,1,4,1,2,3,1,
9859,25081127,1,1,4,1,2,2,1,
9860,25088459,1,2,2,1,1,1,1,
9861,25090168,1,2,2,1,1,1,1,
9862,25090339,1,2,4,1,2,3,1,
9863,25090635,1,2,2,1,1,1,1,
9864,25091323,1,1,3,1,2,2,1,
9865,25091811,1,2,2,1,1,1,1,
9866,25093178,1,1,8,2,4,7,1,
9867,25093717,1,2,2,1,2,2,1,
9868,25095031,1,2,1,1,1,1,1,
9869,25095570,11,2,10,10,10,10,1,
9870,25097172,1,1,8,2,4,7,1,
9871,25097180,1,1,8,2,4,7,1,
9872,25097182,5,1,8,2,4,7,1,
9873,25099008,1,1,2,1,1,1,1,
9874,25099400,1,1,5,2,1,3,1,
9875,25099710,1,1,5,1,2,3,1,
9876,25102717,1,2,2,1,1,1,1,
9877,25122001,1,1,4,2,2,2,1,
9878,25115409,1,1,5,2,2,3,1,
9879,25115788,10,3,1,1,1,1,1,
9880,25117844,1,2,2,1,1,1,1,
9881,25118224,1,1,4,1,1,1,1,
9882,25120654,1,2,2,1,1,1,1,
9883,25121099,1,2,2,1,1,1,1,
9884,25121122,1,1,3,2,2,2,1,
9885,25121742,1,2,2,1,1,1,1,
9886,25122064,1,1,6,1,2,5,1,
9887,25122070,1,2,2,1,1,1,1,
9888,25123201,1,2,2,1,1,1,1,
9889,25123685,1,2,1,1,1,1,1,
9890,25124052,1,1,5,1,2,3,1,
9891,25125379,18,2,1,1,1,1,1,
9892,25125892,1,1,9,4,4,7,1,
9893,25127489,1,1,4,1,2,3,1,
9894,25129931,1,2,2,1,1,2,1,
9895,25129948,1,2,1,1,1,1,1,
9896,25130585,1,2,2,1,1,1,1,
9897,25132658,1,2,2,1,1,1,1,
9898,25134653,1,2,2,1,1,1,1,
9899,25135439,5,2,4,1,2,3,1,
9900,25136515,1,2,2,1,1,1,1,
9901,25143860,1,2,2,1,1,1,1,
9902,25151271,1,2,2,1,1,1,1,
9903,25154594,1,1,5,2,4,5,1,
9904,25155520,1,1,2,1,1,2,1,
9905,25155912,1,2,2,1,1,1,1,
9906,25156165,1,2,1,1,1,1,1,
9907,25157955,1,2,2,1,1,1,1,
9908,25159583,1,1,4,2,2,2,1,
9909,25160077,1,2,2,1,1,2,1,
9910,25160702,1,2,3,1,1,2,1,
9911,25162119,3,1,2,2,1,1,1,
9912,25165082,1,2,2,2,1,1,1,
9913,25167310,1,2,2,2,1,1,1,
9914,25173870,5,1,2,1,1,2,1,
9915,25175525,1,2,2,1,1,1,1,
9916,25176947,1,2,2,1,1,2,1,
9917,25178317,1,1,6,2,3,5,1,
9918,25178599,1,1,5,2,2,5,1,
9919,25180234,1,1,4,1,1,2,1,
9920,25180235,1,1,5,1,2,3,1,
9921,25182561,5,1,5,1,3,3,1,
9922,25182750,3,3,1,1,1,1,1,
9923,25183223,1,1,5,1,3,3,1,
9924,25183865,1,1,4,2,2,3,1,
9925,25184184,1,2,1,2,1,1,1,
9926,25184516,10,2,1,1,1,1,1,
9927,25185445,1,2,2,1,1,1,1,
9928,25186546,1,1,4,1,2,2,1,
9929,25188062,4,2,2,1,1,1,1,
9930,25189380,1,2,3,1,1,3,1,
9931,25189630,1,2,1,1,1,1,1,
9932,25191269,1,2,2,1,1,1,1,
9933,25198552,1,1,6,2,3,6,1,
9934,25198997,5,1,6,2,3,6,1,
9935,25199279,1,1,5,1,2,4,1,
9936,25202009,1,2,2,1,1,1,1,
9937,25203424,1,2,1,1,1,1,1,
9938,25203794,1,2,2,1,1,1,1,
9939,25204415,1,1,6,2,3,5,1,
9940,25204568,1,2,2,1,1,1,1,
9941,25219840,8,1,10,2,3,5,1,
9942,25221428,1,2,2,1,1,1,1,
9943,25225529,1,2,1,1,1,1,1,
9944,25225605,1,2,1,2,1,1,1,
9945,25233509,1,1,8,2,4,6,1,
9946,25259746,1,2,2,1,0,1,1,
9947,25242564,1,1,6,1,2,3,1,
9948,25243141,1,2,2,1,1,1,1,
9949,25244144,1,1,4,1,2,3,1,
9950,25244815,5,1,4,1,2,3,1,
9951,25245586,1,2,2,1,1,1,1,
9952,25248029,1,1,6,1,3,5,1,
9953,25276336,1,2,2,1,1,1,1,
9954,25251807,1,2,2,2,1,1,1,
9955,25252346,1,1,4,1,2,3,1,
9956,25253486,4,2,2,1,2,2,1,
9957,25254721,1,2,2,1,0,1,1,
9958,25255984,1,2,2,1,1,1,1,
9959,25257034,3,2,4,1,1,2,1,
9960,25257698,1,2,3,1,1,2,1,
9961,25270458,1,2,2,1,1,2,1,
9962,25271054,1,2,2,1,1,1,1,
9963,25272258,1,1,2,1,1,1,1,
9964,25273413,1,1,2,1,1,1,1,
9965,25274657,1,2,1,1,1,1,1,
9966,25277630,1,2,1,1,1,1,1,
9967,25278742,1,2,3,2,2,3,1,
9968,25279252,4,1,8,2,4,7,1,
9969,25279367,1,2,3,2,1,2,1,
9970,25283654,1,2,1,1,1,1,1,
9971,25283872,1,2,2,1,1,1,1,
9972,25284158,1,1,3,1,2,2,1,
9973,25286146,1,2,2,1,1,1,1,
9974,25287690,1,2,2,1,1,1,1,
9975,25289654,3,2,2,1,1,1,1,
9976,25292805,1,1,4,2,2,3,1,
9977,25294973,1,2,2,2,1,2,1,
9978,25301046,5,1,8,2,3,3,1,
9979,25302058,1,2,1,1,1,1,1,
9980,25302857,1,2,2,1,1,1,1,
9981,25303581,1,2,1,1,0,1,1,
9982,25304518,1,2,2,1,1,1,1,
9983,25304839,1,1,6,2,3,4,1,
9984,25305035,1,2,3,1,2,2,1,
9985,25305142,1,2,2,2,1,2,1,
9986,25305781,1,1,2,1,1,1,1,
9987,25306290,1,2,2,1,1,1,1,
9988,25306544,1,2,1,1,1,1,1,
9989,25308149,1,1,4,1,2,2,1,
9990,25308748,1,2,3,1,1,1,1,
9991,25309170,5,2,2,1,1,2,1,
9992,25309658,1,1,6,2,3,3,1,
9993,25311049,1,2,2,1,1,1,1,
9994,25313581,1,1,4,2,2,3,1,
9995,25311390,1,2,2,1,1,1,1,9
9996,25312390,1,2,2,1,1,1,1,
9997,25315560,3,2,2,1,1,1,1,
9998,25315626,1,2,4,1,2,2,1,
9999,25315973,1,1,2,1,1,1,1,
10000,25316588,1,2,2,1,0,1,1,
10001,25316604,1,1,6,2,0,4,1,
10002,25316766,1,2,2,1,1,1,1,
10003,25318336,1,2,2,2,1,2,1,
10004,25320279,1,2,1,1,1,1,1,
10005,25320296,1,2,2,1,2,2,1,
10006,25321076,1,2,2,1,1,1,1,
10007,25325747,1,2,2,1,1,1,1,
10008,25326698,1,2,5,4,5,4,1,
10009,25329167,1,2,2,2,1,2,1,
10010,25329519,1,1,4,1,2,2,1,
