id,listing_id,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,square_feet
21606,19764616,1,1,2,1,1,1,1,
21607,19766315,1,2,2,1,0,1,1,
21608,19772763,1,1,2,1,1,1,1,
21609,19773679,1,1,4,1,2,4,1,
21610,19774331,1,1,2,1,0,1,2,
21611,19774734,7,2,1,1,1,1,1,
21612,19775965,1,1,2,1,0,1,1,
21613,19776135,3,2,2,1,1,1,1,
21614,19776534,7,1,2,1,1,1,1,
21615,19777545,1,1,6,1,2,7,1,
21616,19778418,1,2,1,1,1,1,1,
21617,19778438,1,2,2,1,1,2,1,
21618,19779187,1,2,2,1,1,1,1,
21619,19780285,1,2,2,1,1,1,1,
21620,19781221,1,1,4,1,3,3,1,
21621,19781919,1,1,2,1,1,2,1,
21622,19787898,1,1,2,1,0,1,1,
21623,19794276,7,1,10,2,2,4,1,
21624,19795072,1,2,2,1,1,1,1,
21625,19795421,1,2,2,1,1,2,1,
21626,19796068,1,1,4,1,2,2,1,
21627,19796395,4,1,5,1,2,2,1,
21628,19796896,1,2,2,1,1,1,1,
21629,19799771,1,2,2,1,1,1,1,
21630,19800372,1,2,2,1,1,1,1,
21631,19802185,7,2,2,1,1,1,1,
21632,19803075,1,2,2,1,1,1,1,
21633,19804597,1,2,2,1,1,1,1,
21634,19806003,1,1,1,1,1,1,1,
21635,19806513,1,2,2,1,1,1,1,
21636,19806957,5,1,4,1,2,5,1,
21637,19813655,1,1,6,1,2,3,1,
21638,19814355,1,2,2,1,0,1,1,
21639,19816696,1,2,2,1,1,1,1,
21640,19816717,1,1,5,1,2,2,1,
21641,19817644,1,1,5,1,3,4,1,
21642,19819023,1,1,2,1,0,1,1,
21643,19819711,1,2,1,1,1,1,1,
21644,19820475,1,2,2,1,1,1,1,
21645,19881847,1,2,2,1,1,1,1,
21646,19821886,1,1,3,1,1,3,1,
21647,19823709,1,2,2,1,1,2,1,
21648,19824259,1,2,2,1,1,1,1,
21649,19824952,1,1,6,2,4,6,1,
21650,19827737,1,1,4,1,2,3,1,
21651,19825802,1,1,3,1,2,1,1,
21652,19826439,1,3,3,1,1,3,1,
21653,19827109,8,3,1,1,1,1,1,
21654,19833508,1,1,4,1,1,1,1,
21655,19833646,1,1,3,1,2,2,1,
21656,19835088,1,2,2,1,1,1,1,
21657,19835708,1,1,3,1,2,2,1,
21658,19836753,1,1,4,1,2,2,1,
21659,19838591,1,2,2,1,1,1,1,
21660,19841830,1,2,3,1,1,2,1,
21661,19842924,4,1,2,1,1,1,1,
21662,19843082,1,2,1,1,1,1,1,
21663,19843409,1,1,2,1,1,1,1,
21664,19843597,1,2,2,1,1,1,1,
21665,19843954,1,2,2,1,1,2,1,
21666,19844167,1,1,2,1,1,1,1,
21667,19844211,1,2,3,1,1,2,1,
21668,19850352,1,2,2,1,1,1,1,
21669,19844846,4,1,5,1,3,5,1,
21670,19845208,1,1,2,1,0,1,1,
21671,19849947,1,2,3,1,1,2,1,
21672,19850820,1,2,2,1,1,1,1,
21673,19851369,1,2,2,1,1,2,1,
21674,19853401,1,2,2,1,1,1,1,
21675,19853561,1,2,1,1,1,1,1,
21676,19855798,1,1,2,1,1,1,1,
21677,19857169,1,1,1,1,1,1,1,
21678,19860818,5,1,4,1,1,2,1,
21679,19861136,5,1,5,1,1,5,1,
21680,19861181,1,2,1,1,1,1,1,
21681,19861806,1,2,1,1,1,1,1,
21682,19863635,1,1,4,1,2,2,1,
21683,19867118,1,2,1,1,1,1,1,
21684,19867174,1,1,4,1,2,2,1,
21685,19867859,1,2,2,1,0,1,1,
21686,19868563,1,2,2,1,1,1,1,
21687,19871453,1,2,2,1,1,1,1,
21688,19875974,1,1,1,1,0,1,1,
21689,19881350,1,2,2,1,1,2,1,
21690,19881355,1,2,1,1,1,1,1,
21691,19881575,1,2,2,1,1,1,1,
21692,19883918,1,1,4,1,3,2,1,
21693,19884335,1,2,2,1,1,1,1,
21694,19884446,1,2,2,1,1,1,1,
21695,19884483,1,2,2,1,1,1,1,
21696,19884951,1,2,2,1,1,1,1,
21697,19885029,1,1,12,1,3,6,1,
21698,19885249,1,2,2,1,1,1,1,
21699,19886648,1,1,4,1,1,2,1,
21700,19888787,1,1,2,1,1,1,1,
21701,19895860,1,2,2,1,1,1,1,
21702,19896033,3,1,2,1,1,1,1,
21703,19898333,1,2,1,1,1,1,1,
21704,19900357,1,2,2,1,1,1,1,
21705,19901800,1,1,3,1,2,2,1,
21706,19902116,1,1,4,1,1,1,1,
21707,19903538,1,1,2,1,1,1,1,
21708,19904694,7,2,3,1,1,2,1,
21709,19906935,1,2,2,1,1,2,1,
21710,19907526,1,2,1,1,1,1,1,
21711,19908189,1,2,1,1,1,1,1,
21712,19908406,1,1,4,1,1,2,1,
21713,19908951,1,1,2,1,1,1,1,
21714,19910452,1,2,2,1,1,1,1,
21715,19916998,1,2,1,2,1,1,1,
21716,19917195,1,2,1,2,1,1,1,
21717,19917378,1,2,1,2,1,1,1,
21718,19917623,1,1,2,1,1,1,1,
21719,19918368,1,1,2,1,1,1,1,
21720,19919106,1,2,2,1,1,1,1,
21721,19919277,1,2,1,1,1,1,1,
21722,19919971,1,2,2,1,1,1,1,
21723,19922061,1,2,1,1,1,1,1,
21724,19922107,1,2,1,1,1,1,1,
21725,19923355,1,2,2,1,1,1,1,
21726,19924729,1,2,1,1,1,1,1,
21727,19925807,1,2,2,1,1,1,1,
21728,19926713,1,2,3,1,1,1,1,
21729,19926997,1,1,2,1,1,1,1,
21730,19930472,1,2,3,1,1,2,1,
21731,19931261,1,2,2,1,1,2,1,
21732,19935653,1,1,6,2,4,5,1,
21733,19935832,1,2,2,1,1,1,1,
21734,19937494,1,2,2,1,1,1,1,
21735,19937885,1,1,2,1,2,1,1,
21736,19938260,1,2,4,1,1,4,1,
21737,19938985,1,2,2,1,1,1,1,
21738,19939187,3,1,6,1,0,3,1,
21739,19939333,1,1,2,1,0,1,1,
21740,19940183,1,2,4,1,1,2,1,
21741,19940412,1,1,8,1,1,8,1,
21742,19942151,1,2,2,1,1,1,1,
21743,19943989,1,1,3,1,2,3,1,
21744,19959161,1,2,2,1,1,1,1,
21745,19944322,1,1,2,1,1,1,1,
21746,19944626,3,1,4,1,2,2,1,
21747,19944833,1,2,2,1,1,1,1,
21748,19945405,1,2,2,1,1,1,3,
21749,19945640,1,1,2,1,1,1,1,
21750,19945991,1,2,2,1,1,2,1,
21751,19947250,1,2,1,1,1,1,1,
21752,19947460,1,2,2,1,1,2,1,
21753,19949568,1,1,2,1,1,1,1,
21754,19954670,1,1,2,1,1,1,1,
21755,19955284,1,2,2,1,1,1,1,
21756,19957026,1,1,6,1,2,6,1,
21757,19957120,13,1,4,1,2,2,1,
21758,19958439,1,2,2,1,1,2,1,
21759,19960757,1,2,1,1,0,1,1,
21760,19961235,5,1,6,3,3,3,1,
21761,19962199,1,2,2,1,1,2,1,
21762,19963601,1,1,2,1,1,1,1,
21763,19964420,1,1,1,1,0,1,1,
21764,19964747,1,2,2,1,1,1,1,
21765,19965446,1,1,2,1,1,1,1,
21766,19967205,1,2,6,2,3,3,1,
21767,19967667,1,2,1,1,0,1,1,
21768,19973184,1,1,2,1,1,1,1,
21769,19975962,1,3,2,1,1,2,1,
21770,19976511,1,2,3,1,1,1,1,
21771,19977266,1,2,2,1,1,1,1,
21772,19979007,1,2,2,1,1,1,1,
21773,19979065,1,1,1,1,1,1,1,
21774,19981411,1,2,2,1,1,1,3,
21775,19981719,1,2,3,1,1,2,1,
21776,19989316,1,1,6,1,2,4,1,
21777,19989476,1,1,4,1,2,3,1,
21778,19990218,1,1,5,1,2,3,1,
21779,19991315,1,1,3,1,0,1,1,
21780,19992268,1,2,1,1,1,1,1,
21781,19993184,1,2,2,1,1,1,1,
21782,19993649,7,2,6,1,3,3,1,
21783,19993685,1,2,2,1,0,2,1,
21784,19994431,1,1,3,1,1,2,1,
21785,19996782,1,1,4,1,1,2,1,
21786,19997373,1,2,1,1,1,1,1,
21787,19998604,1,2,2,1,1,1,1,
21788,19998880,1,1,8,2,2,5,1,
21789,20004327,5,1,2,1,1,2,1,
21790,20004811,1,1,4,1,2,3,1,
21791,20004934,1,1,2,1,1,1,1,
21792,20005482,1,2,2,1,1,2,1,
21793,20008641,1,2,2,1,1,1,1,
21794,20008771,1,2,1,1,1,1,1,
21795,20010042,4,1,2,1,1,1,1,
21796,20010939,1,1,5,2,3,5,1,
21797,20012349,1,1,6,1,2,4,1,
21798,20012832,1,2,2,1,1,1,1,
21799,20013176,1,2,2,1,1,1,1,
21800,20032691,1,2,2,1,1,1,3,
21801,20018951,1,2,2,1,1,1,1,
21802,20019130,1,2,2,1,1,1,1,
21803,20019296,1,2,2,1,1,1,1,
21804,20024550,1,2,4,1,1,2,1,
21805,20025177,1,2,2,1,1,1,1,
21806,20027259,1,2,1,1,0,1,1,
21807,20027814,1,1,2,1,1,2,1,
21808,20028451,1,1,4,1,1,3,1,
21809,20030201,1,1,4,1,2,2,1,
21810,20030781,1,2,2,1,1,1,1,
21811,20032325,1,2,2,1,1,1,1,
21812,20033418,1,1,3,1,1,2,1,
21813,20033510,1,1,3,1,1,1,1,
21814,20033562,1,2,2,1,1,1,1,
21815,20034216,6,1,3,1,3,3,1,
21816,20881435,1,2,2,1,1,1,1,
21817,20040953,1,1,4,1,2,2,1,
21818,20041189,1,2,2,1,1,1,1,
21819,20042669,1,1,2,1,0,3,1,
21820,20043316,1,2,3,1,1,3,1,
21821,20044454,1,2,2,1,1,1,1,
21822,20044854,1,2,2,1,2,2,1,
21823,20045752,1,1,5,1,2,2,1,
21824,20046910,1,2,2,1,1,1,1,
21825,20048067,1,2,2,1,1,1,1,
21826,20049027,1,2,3,1,1,2,1,
21827,20049431,1,2,2,1,1,2,1,
21828,20049920,1,2,1,2,1,1,1,
21829,20051099,1,2,2,1,1,1,1,
21830,20059003,7,1,5,2,2,3,1,
21831,20059171,1,1,2,1,0,1,1,
21832,20061309,1,2,2,1,1,1,1,
21833,20062316,1,2,2,1,1,2,1,
21834,20062945,1,2,2,1,1,1,1,
21835,20062985,1,2,3,1,2,3,1,
21836,20063073,1,1,2,1,1,1,1,
21837,20063249,1,2,1,1,1,1,1,
21838,20063374,1,1,2,1,1,1,1,
21839,20064553,1,2,2,1,1,1,3,
21840,20064848,1,2,2,1,1,1,1,
21841,20067755,1,1,3,1,1,1,1,
21842,20068064,1,2,2,1,1,1,1,
21843,20068570,1,2,2,1,1,1,1,
21844,20068745,1,2,2,1,1,1,1,
21845,20068898,1,2,2,1,1,2,1,
21846,20069673,1,2,1,1,1,1,1,
21847,20069680,1,2,1,1,1,2,1,
21848,20071024,1,1,4,1,1,1,1,
21849,20071123,1,3,2,1,1,1,1,
21850,20080653,1,2,1,1,1,1,1,
21851,20080687,4,2,2,1,1,1,1,
21852,20081217,1,2,1,1,1,1,1,
21853,20081286,1,1,2,1,1,1,1,
21854,20081295,1,1,2,1,1,1,1,
21855,20081499,1,1,3,1,0,1,1,
21856,20081980,1,2,2,1,1,1,1,
21857,20082691,1,2,3,1,1,2,1,
21858,20083665,1,2,1,1,1,1,1,
21859,20084742,1,1,3,1,1,2,1,
21860,20085066,1,1,2,1,0,1,1,
21861,20085240,1,1,3,1,1,1,1,
21862,20087026,1,2,2,1,1,1,1,
21863,20087361,1,2,2,1,1,1,1,
21864,20087411,1,2,3,1,1,1,1,
21865,20087594,1,2,1,1,1,1,1,
21866,20087743,1,2,2,1,1,1,1,
21867,20088931,1,2,2,1,1,1,1,
21868,20091040,1,1,2,1,1,1,1,
21869,20091284,1,2,1,1,1,1,1,
21870,20091533,1,2,2,1,1,1,1,
21871,20091686,1,2,2,1,1,1,1,
21872,20092371,5,1,4,1,1,4,1,
21873,20097698,1,2,2,1,1,2,1,
21874,20097710,1,1,3,1,1,2,1,
21875,20099505,1,2,2,1,1,1,1,
21876,20101795,3,2,2,1,1,2,1,
21877,20101927,1,2,2,1,1,1,1,
21878,20107813,5,2,2,2,1,1,1,
21879,20109721,1,1,3,1,1,1,1,
21880,20112744,2,2,4,1,1,4,1,
21881,20115050,1,1,2,1,2,2,1,
21882,20115272,1,1,4,1,1,4,1,
21883,20115298,1,2,2,1,1,1,1,
21884,20118946,1,2,2,1,1,1,1,
21885,20119053,1,1,9,1,2,5,1,
21886,20122296,1,2,1,2,1,1,1,
21887,20123845,1,1,6,2,4,4,1,
21888,20123963,1,2,2,1,1,1,1,
21889,20127301,1,1,1,1,2,4,1,
21890,20130098,1,2,2,1,1,1,1,
21891,20131615,1,2,2,1,1,1,1,
21892,20132134,1,1,5,2,3,5,1,
21893,20132686,1,1,4,1,1,2,1,
21894,20135199,1,2,1,1,1,1,1,
21895,20135652,1,2,2,1,1,1,1,
21896,20136114,1,2,2,1,1,1,1,
21897,20137896,1,2,2,1,1,1,1,
21898,20138119,1,1,4,1,1,2,1,
21899,20140458,1,1,4,1,2,2,1,
21900,20142439,1,1,4,1,1,1,1,
21901,20143474,1,1,2,1,0,1,1,
21902,20144167,1,2,2,1,1,1,1,
21903,20146083,1,1,4,1,3,3,1,
21904,20146466,1,2,2,1,1,1,1,
21905,20147743,1,2,2,1,1,1,1,
21906,20147927,1,2,4,1,2,2,1,
21907,20147969,1,2,2,1,1,1,1,
21908,20148449,1,2,3,1,1,1,1,
21909,20149897,1,1,2,1,1,2,1,
21910,20152203,1,1,2,1,1,2,1,
21911,20152505,1,2,2,1,1,1,1,
21912,20156721,1,2,2,1,1,1,4,
21913,20157892,1,2,2,1,1,2,1,
21914,20157960,1,1,10,2,4,7,1,
21915,20158043,1,1,4,1,2,2,1,
21916,20158917,1,2,3,1,1,1,1,
21917,20159078,1,2,1,1,1,1,1,
21918,20162643,1,2,2,1,0,1,1,
21919,20159199,1,2,2,1,1,1,1,
21920,20159523,1,1,2,1,1,2,1,
21921,20161310,1,2,1,1,1,1,1,
21922,20162792,1,1,2,1,1,1,1,
21923,20163859,1,1,4,1,2,2,1,
21924,20166459,1,2,2,1,1,2,1,
21925,20167241,1,2,2,1,1,2,1,
21926,20167303,1,2,3,1,1,2,1,
21927,20167453,3,1,2,1,1,1,1,
21928,20168268,1,2,3,1,1,2,1,
21929,20169998,1,1,4,1,2,1,1,
21930,20171185,1,2,1,1,1,1,1,
21931,20171765,1,2,1,1,1,1,1,
21932,20173292,1,2,1,1,1,1,1,
21933,20176677,1,2,1,1,1,1,1,
21934,20179070,1,2,1,1,1,1,1,
21935,20179367,1,2,2,1,1,1,1,
21936,20180349,1,2,2,1,1,2,1,
21937,20180746,1,2,2,1,1,1,1,
21938,20181415,1,2,2,1,1,1,1,
21939,20181498,1,1,2,1,1,1,1,
21940,20182090,1,1,4,1,2,3,1,
21941,20182787,1,2,2,1,2,2,1,
21942,20184077,12,2,1,1,1,1,1,
21943,20185170,1,1,2,1,1,1,1,
21944,20185864,1,1,3,1,2,2,1,
21945,20187160,1,2,2,1,1,1,1,
21946,20188543,1,1,4,1,2,2,1,
21947,20189474,1,2,5,1,2,3,1,
21948,20189800,1,1,3,1,1,1,1,
21949,20190356,1,1,2,1,1,1,1,
21950,20191423,1,2,1,1,1,1,1,
21951,20191587,4,1,4,2,3,4,1,
21952,20197556,1,2,3,1,3,4,1,
21953,20198005,1,1,3,1,2,2,1,
21954,20199044,1,1,2,1,1,2,1,
21955,20199145,1,1,6,2,2,6,1,
21956,20199706,1,1,5,1,2,5,1,
21957,20199956,1,2,2,1,1,1,1,
21958,20200322,1,1,6,2,3,4,1,
21959,20200940,1,2,2,1,1,1,1,
21960,20201041,1,1,2,1,1,1,1,
21961,20201219,1,2,2,1,0,1,1,
21962,20201495,1,1,3,1,1,2,1,
21963,20204365,1,2,2,1,1,1,1,
21964,20205566,15,2,1,1,1,1,1,
21965,20205689,1,1,3,1,0,1,1,
21966,20206299,1,1,2,1,0,1,1,
21967,20206591,1,2,2,1,1,1,1,
21968,20207082,1,1,4,1,0,1,1,
21969,20210706,1,1,4,1,2,2,1,
21970,20211909,1,2,2,1,1,1,1,
21971,20217169,1,2,1,1,1,1,1,
21972,20217647,1,2,2,1,1,1,1,
21973,20217897,1,2,2,1,1,1,1,
21974,20218037,1,2,2,1,1,1,1,
21975,20218535,1,3,2,1,1,2,1,
21976,20219275,1,1,2,1,1,2,1,
21977,20220331,1,2,2,1,1,1,1,
21978,20222318,1,3,4,1,1,4,1,
21979,20223263,21,1,3,1,1,3,1,
21980,20223853,1,2,2,1,1,1,1,
21981,20226524,1,1,2,1,1,1,1,
21982,20227733,1,1,2,1,1,1,1,
21983,20231040,1,1,2,1,1,2,1,
21984,20231669,1,2,2,1,1,1,1,
21985,20232019,1,1,2,1,1,1,1,
21986,20232194,1,2,2,1,1,2,1,
21987,20233766,1,1,3,1,1,1,1,
21988,20237158,1,2,2,1,1,2,1,
21989,20237371,1,2,2,1,2,2,1,
21990,20241730,1,1,6,1,2,3,1,
21991,20239170,1,2,2,1,1,1,1,
21992,20240417,1,1,2,1,1,1,1,
21993,20240913,1,1,2,1,0,1,1,
21994,20241288,1,2,2,1,1,1,1,
21995,20247571,1,2,2,1,1,2,1,
21996,20251305,1,2,1,1,0,1,1,
21997,20251578,1,2,2,1,1,1,1,
21998,20252526,1,2,2,1,1,1,1,
21999,20252911,1,2,2,1,1,1,1,
22000,20259327,1,2,2,1,0,2,1,
22001,20259892,1,2,2,1,1,1,1,
22002,20261571,1,1,2,1,1,1,1,
22003,20263636,1,1,6,1,2,6,1,
22004,20263935,1,2,2,1,1,1,1,
22005,20263949,1,2,2,1,1,1,1,
22006,20267288,1,2,2,1,1,1,1,
22007,20272451,1,2,2,1,1,1,1,
22008,20272864,1,2,4,1,1,2,1,
22009,20274574,1,2,2,1,1,1,1,
22010,20274962,4,1,3,2,1,2,1,
22011,20276205,1,1,4,1,2,2,1,
22012,20277127,1,2,1,1,1,1,1,
22013,20278949,1,2,2,1,1,1,1,
22014,20279807,3,1,4,1,1,2,1,
22015,20279916,1,1,4,1,1,1,1,
22016,20280695,1,1,4,1,1,1,1,
22017,20282379,1,1,4,1,1,0,1,
22018,20282383,1,2,2,1,1,2,1,
22019,20282908,1,2,2,1,1,1,1,
22020,20291340,1,2,2,1,1,2,1,
22021,20291441,1,1,3,1,1,2,1,
22022,20291895,1,2,2,1,1,1,1,
22023,20293508,1,2,2,1,1,1,1,
22024,20293559,1,2,1,1,1,1,1,
22025,20294429,1,1,2,1,1,2,1,
22026,20294797,1,2,2,1,1,1,1,
22027,20294937,1,2,2,2,1,1,1,
22028,20295105,1,1,2,1,1,1,1,
22029,20298469,8,2,2,1,1,1,1,
22030,20298730,1,2,2,2,1,1,1,
22031,20300538,1,2,2,1,1,1,1,
22032,20300689,1,1,2,1,1,1,1,
22033,20301890,1,2,1,1,1,1,1,
22034,20303019,1,2,1,1,1,1,1,
22035,20306741,1,2,2,1,1,1,1,
22036,20311427,1,1,3,1,0,1,1,
22037,20311745,1,1,2,1,1,1,1,
22038,20312793,1,1,2,1,1,1,1,
22039,20313865,1,1,2,1,2,2,1,
22040,20314914,1,2,2,1,1,1,1,
22041,20316009,1,1,1,1,0,1,1,
22042,20316509,1,2,2,1,1,1,1,
22043,20317223,1,2,2,1,1,1,1,
22044,20317884,1,1,4,1,2,3,1,
22045,20318364,1,2,2,1,1,1,1,
22046,20320346,1,2,3,1,1,2,1,
22047,20321036,1,2,2,2,1,1,1,
22048,20325478,1,2,2,1,1,1,1,
22049,20334913,1,2,1,1,1,1,1,
22050,20335607,1,1,3,1,1,1,1,
22051,20344931,1,1,2,1,0,1,1,
22052,20345214,1,2,1,1,0,1,1,
22053,20345670,1,1,1,1,0,2,1,
22054,20346416,1,2,1,1,1,1,1,
22055,20346735,1,2,2,1,1,1,1,
22056,20347426,1,2,1,1,1,1,1,
22057,20347627,1,2,3,1,1,1,1,
22058,20355312,1,1,3,1,1,1,1,
22059,20355698,1,2,2,1,1,1,1,
22060,20356217,1,1,2,1,1,1,1,
22061,20356319,1,2,2,1,1,1,1,
22062,20357239,1,1,5,1,3,6,1,
22063,20362877,1,2,1,2,1,1,1,
22064,20369170,1,1,2,1,1,2,1,
22065,20371169,1,2,2,1,1,1,1,
22066,20372402,1,2,1,1,1,2,1,
22067,20373848,7,2,8,1,2,6,1,
22068,20376282,1,2,2,1,1,1,1,
22069,20376641,1,2,2,1,1,2,1,
22070,20376755,1,1,2,1,1,1,1,
22071,20376835,1,1,3,1,1,1,3,
22072,20379862,1,2,2,1,1,2,1,
22073,20381996,10,2,2,1,1,1,1,
22074,20382969,1,2,2,1,1,1,1,
22075,20389614,1,2,1,1,1,1,1,
22076,20390224,1,1,2,1,1,1,1,
22077,20390919,1,2,1,1,1,1,1,
22078,20392361,1,2,1,1,1,1,1,
22079,20393128,1,2,3,1,1,2,1,
22080,20398000,1,1,2,1,1,1,1,
22081,20399038,1,2,3,1,1,2,1,
22082,20400798,1,2,1,1,1,1,1,
22083,20400894,1,1,2,1,0,1,1,
22084,20401029,1,2,2,1,1,1,1,
22085,20401835,1,2,2,1,1,1,1,
22086,20402136,1,1,2,1,1,1,1,
22087,20402347,1,2,2,1,1,2,1,
22088,20403192,1,2,1,1,1,1,1,
22089,20403669,1,2,1,1,1,1,1,
22090,20404275,1,2,2,1,1,1,1,
22091,20407857,1,2,2,1,1,1,1,
22092,20408367,8,2,2,1,1,1,1,
22093,20413662,1,1,2,1,1,2,1,
22094,20414946,1,2,2,1,1,1,1,
22095,20415517,1,1,2,1,0,1,1,
22096,20415638,1,1,4,1,1,1,1,
22097,20468741,1,1,4,1,2,2,1,
22098,20415853,1,2,1,1,1,2,1,
22099,20417720,1,2,2,1,1,2,1,
22100,20418192,1,2,2,1,1,1,1,
22101,20418232,1,1,2,1,1,1,1,
22102,20419469,1,2,4,1,2,2,1,
22103,20420177,1,1,2,1,1,2,1,
22104,20420320,7,2,1,1,1,1,1,
22105,20420404,1,2,1,1,1,1,1,
22106,20421098,1,2,4,1,2,2,1,
22107,20424118,1,1,3,1,1,2,1,
22108,20424637,1,1,2,1,1,1,1,
22109,20428184,1,2,3,1,1,1,1,
22110,20429875,1,1,5,1,2,2,1,
22111,20431395,1,1,3,1,0,2,1,
22112,20432265,1,2,2,1,1,1,1,
22113,20433091,1,1,2,1,1,1,1,
22114,20434477,1,1,2,1,1,1,1,
22115,20435833,1,3,1,1,1,1,1,
22116,20436322,1,2,1,1,1,1,1,
22117,20438703,1,1,6,1,1,2,1,
22118,20439352,1,2,1,1,1,1,1,
22119,20444228,1,2,4,1,2,2,1,
22120,20444422,1,1,2,1,2,2,1,
22121,20445206,1,1,6,1,2,4,1,
22122,20445384,1,2,2,1,1,1,1,
22123,20446313,1,1,2,1,0,1,1,
22124,20446378,1,2,2,1,1,1,1,
22125,20447234,1,1,1,1,1,2,1,
22126,20447608,1,2,2,1,1,1,1,
22127,20450239,1,2,2,1,1,1,1,
22128,20447984,1,1,2,1,2,3,1,
22129,20448073,1,2,2,1,1,1,1,
22130,20448404,1,2,2,1,1,1,1,
22131,20448471,1,1,5,1,2,2,1,
22132,20448728,1,2,2,1,0,1,1,
22133,20449106,1,2,2,1,1,2,1,
22134,20449134,1,2,2,1,2,1,1,
22135,20450650,1,2,1,2,1,1,1,
22136,20450977,1,2,4,2,2,2,1,
22137,20451194,1,2,2,1,1,1,1,
22138,20452389,1,1,6,1,3,3,1,
22139,20455392,1,1,5,1,1,3,1,
22140,20456359,1,1,3,1,2,2,1,
22141,20456859,1,2,2,1,1,1,1,
22142,20462129,1,1,2,1,0,1,1,
22143,20463029,1,1,2,1,1,1,1,
22144,20465540,1,1,4,1,1,3,1,
22145,20466122,32,1,2,1,1,2,1,
22146,20466439,1,2,2,1,1,1,1,
22147,20466634,1,2,2,1,1,1,1,
22148,20467831,1,1,4,1,2,2,1,
22149,20468004,1,2,2,1,1,1,1,
22150,20468172,1,1,2,1,1,1,1,
22151,20468302,1,2,1,1,1,1,1,
22152,20468381,1,1,3,1,0,1,1,
22153,20469112,1,1,3,1,1,2,1,
22154,20472479,1,1,3,1,2,2,1,
22155,20474373,1,2,1,1,1,1,1,
22156,20474862,10,1,2,0,1,2,1,
22157,20476594,1,2,2,1,1,1,1,
22158,20476608,1,1,8,1,2,3,1,
22159,20479301,1,1,4,1,1,2,1,
22160,20484979,1,3,1,1,1,1,1,
22161,20485525,1,2,2,1,1,1,1,
22162,20485762,1,1,3,1,1,2,1,
22163,20491026,1,2,2,1,1,1,1,
22164,20486509,1,2,2,1,1,1,1,
22165,20486717,1,2,2,1,1,1,1,
22166,20487438,1,1,2,1,1,1,1,
22167,20489192,1,2,2,1,1,2,1,
22168,20489622,1,2,2,1,1,1,1,
22169,20489780,1,2,1,1,1,1,1,
22170,20490428,1,2,4,1,1,2,1,
22171,20491112,1,2,2,1,1,1,1,
22172,20491655,1,1,2,1,0,1,1,
22173,20491782,1,1,6,1,3,3,1,
22174,20491872,1,2,5,1,1,3,1,
22175,20492393,1,2,2,1,1,1,1,
22176,20492563,1,1,4,1,2,3,1,
22177,20492852,1,1,4,1,1,1,1,
22178,20494258,1,1,2,1,1,1,1,
22179,20494881,4,1,4,1,2,2,1,
22180,20495010,1,1,3,1,1,1,1,
22181,20496704,1,2,3,2,1,2,1,
22182,20496717,1,2,2,1,1,1,1,
22183,20498924,1,2,2,1,1,1,1,
22184,20503517,1,2,2,1,1,1,1,
22185,20506846,1,1,2,1,0,1,1,
22186,20508256,1,2,2,1,1,1,1,
22187,20508779,1,2,3,1,1,2,1,
22188,20509005,1,2,2,1,1,1,1,
22189,20509127,1,1,2,1,1,1,1,
22190,20511197,7,2,4,1,1,3,1,
22191,20511388,1,2,2,2,1,1,1,
22192,20512718,1,2,3,1,0,3,1,
22193,20512875,1,2,2,1,1,1,1,
22194,20512882,1,2,4,1,1,2,1,
22195,20513151,1,1,3,1,1,1,1,
22196,20515011,1,1,2,1,1,1,1,
22197,20515093,4,2,4,2,1,2,1,
22198,20515195,1,1,2,1,0,1,1,
22199,20515851,7,1,6,2,0,3,1,
22200,20517470,1,1,2,1,2,3,1,
22201,20517971,1,1,4,1,0,3,1,
22202,20520109,1,2,4,1,1,2,1,
22203,20520452,1,2,2,1,1,1,1,
22204,20521286,1,2,1,1,1,1,1,
22205,20522108,1,1,3,1,1,2,1,
22206,20522560,1,2,1,2,1,1,1,
22207,20522855,1,2,1,1,1,1,1,
22208,20530734,1,1,4,1,2,2,1,
22209,20531580,1,1,4,1,2,2,1,
22210,20534283,1,2,2,1,1,1,1,
22211,20535656,1,1,3,1,1,2,1,
22212,20537778,1,2,3,1,1,3,1,
22213,20539570,1,2,2,1,1,1,1,
22214,20539727,1,2,2,1,1,1,1,
22215,20546691,1,2,2,1,1,1,1,
22216,20547251,1,2,2,1,1,1,1,
22217,20547271,1,2,2,1,1,1,1,
22218,20548521,1,2,2,1,1,1,1,
22219,20562118,1,1,4,1,1,4,1,
22220,20562193,1,2,2,1,1,1,1,
22221,20564303,1,1,5,1,1,3,1,
22222,20564374,1,2,2,1,1,1,1,
22223,20567008,1,2,2,1,1,1,1,
22224,20564984,1,2,2,1,1,1,1,
22225,20565335,1,2,1,1,1,1,1,
22226,20566232,1,2,1,1,1,1,1,
22227,20566444,1,1,2,1,1,1,1,
22228,20567416,1,1,2,1,1,1,1,
22229,20567732,1,2,2,2,1,1,1,
22230,20568733,1,2,2,1,1,1,1,
22231,20568811,1,2,2,1,1,1,1,
22232,20570323,1,1,2,1,0,2,1,
22233,20573375,1,1,4,2,1,2,1,
22234,20575425,1,1,2,1,1,1,1,
22235,20576511,1,2,1,1,1,1,1,
22236,20577635,1,2,2,1,1,1,1,
22237,20578448,1,2,1,1,1,1,1,
22238,20580874,1,2,2,1,1,1,1,
22239,20581005,1,2,2,1,1,2,1,
